"תחנה","תאריך ושעה (שעון קיץ)","טמפרטורה (C°)","לחות יחסית (%)"
"מרום גולן פיכמן 01/1998-07/2025","16-09-2020 03:00","14.7","82"
"כפר בלום 07/2005-07/2025","16-09-2020 03:00","23.2","81"
"כפר גלעדי 10/2007-07/2025","16-09-2020 06:00","22.7","88"
"מרום גולן פיכמן 01/1998-07/2025","16-09-2020 06:00","14","83"
"כפר בלום 07/2005-07/2025","16-09-2020 06:00","22.4","84"
"כפר גלעדי 10/2007-07/2025","16-09-2020 09:00","26.9","70"
"מרום גולן פיכמן 01/1998-07/2025","16-09-2020 09:00","29.7","30"
"כפר בלום 07/2005-07/2025","16-09-2020 09:00","26.9","69"
"כפר גלעדי 10/2007-07/2025","16-09-2020 12:00","33.1","48"
"מרום גולן פיכמן 01/1998-07/2025","16-09-2020 12:00","32.9","32"
"כפר בלום 07/2005-07/2025","16-09-2020 12:00","33.6","48"
"כפר גלעדי 10/2007-07/2025","16-09-2020 15:00","35.5","42"
"מרום גולן פיכמן 01/1998-07/2025","16-09-2020 15:00","33.3","30"
"כפר בלום 07/2005-07/2025","16-09-2020 15:00","39.6","32"
"כפר גלעדי 10/2007-07/2025","16-09-2020 18:00","31.4","51"
"מרום גולן פיכמן 01/1998-07/2025","16-09-2020 18:00","29.6","50"
"כפר בלום 07/2005-07/2025","16-09-2020 18:00","35.9","42"
"כפר גלעדי 10/2007-07/2025","16-09-2020 21:00","26.6","73"
"מרום גולן פיכמן 01/1998-07/2025","16-09-2020 21:00","20.7","72"
"כפר בלום 07/2005-07/2025","16-09-2020 21:00","28.9","70"
"כפר גלעדי 10/2007-07/2025","17-09-2020 00:00","25.4","74"
"מרום גולן פיכמן 01/1998-07/2025","17-09-2020 00:00","24.7","32"
"כפר בלום 07/2005-07/2025","17-09-2020 00:00","26.6","79"
"כפר גלעדי 10/2007-07/2025","17-09-2020 03:00","23.4","90"
"מרום גולן פיכמן 01/1998-07/2025","17-09-2020 03:00","24.1","51"
"כפר בלום 07/2005-07/2025","17-09-2020 03:00","24.8","85"
"כפר גלעדי 10/2007-07/2025","17-09-2020 06:00","22.2","94"
"מרום גולן פיכמן 01/1998-07/2025","17-09-2020 06:00","21.7","63"
"כפר בלום 07/2005-07/2025","17-09-2020 06:00","22.3","86"
"כפר גלעדי 10/2007-07/2025","17-09-2020 09:00","26.5","74"
"מרום גולן פיכמן 01/1998-07/2025","17-09-2020 09:00","28.1","29"
"כפר בלום 07/2005-07/2025","17-09-2020 09:00","26.9","72"
"כפר גלעדי 10/2007-07/2025","17-09-2020 12:00","33.5","49"
"מרום גולן פיכמן 01/1998-07/2025","17-09-2020 12:00","31.8","31"
"כפר בלום 07/2005-07/2025","17-09-2020 12:00","33.5","50"
"כפר גלעדי 10/2007-07/2025","17-09-2020 15:00","33.9","42"
"מרום גולן פיכמן 01/1998-07/2025","17-09-2020 15:00","31.8","34"
"כפר בלום 07/2005-07/2025","17-09-2020 15:00","38.3","34"
"כפר גלעדי 10/2007-07/2025","17-09-2020 18:00","29.6","59"
"מרום גולן פיכמן 01/1998-07/2025","17-09-2020 18:00","27.7","54"
"כפר בלום 07/2005-07/2025","17-09-2020 18:00","34.5","42"
"כפר גלעדי 10/2007-07/2025","17-09-2020 21:00","28.9","41"
"מרום גולן פיכמן 01/1998-07/2025","17-09-2020 21:00","24.1","42"
"כפר בלום 07/2005-07/2025","17-09-2020 21:00","28.4","68"
"כפר גלעדי 10/2007-07/2025","18-09-2020 00:00","27.9","48"
"מרום גולן פיכמן 01/1998-07/2025","18-09-2020 00:00","17.9","57"
"כפר בלום 07/2005-07/2025","18-09-2020 00:00","26","76"
"כפר גלעדי 10/2007-07/2025","18-09-2020 03:00","27.2","45"
"מרום גולן פיכמן 01/1998-07/2025","18-09-2020 03:00","21.6","56"
"כפר בלום 07/2005-07/2025","18-09-2020 03:00","22.7","80"
"כפר גלעדי 10/2007-07/2025","18-09-2020 06:00","24.6","58"
"מרום גולן פיכמן 01/1998-07/2025","18-09-2020 06:00","22.4","36"
"כפר בלום 07/2005-07/2025","18-09-2020 06:00","19.7","78"
"כפר גלעדי 10/2007-07/2025","18-09-2020 09:00","28.7","36"
"מרום גולן פיכמן 01/1998-07/2025","18-09-2020 09:00","28","21"
"כפר בלום 07/2005-07/2025","18-09-2020 09:00","26.9","50"
"כפר גלעדי 10/2007-07/2025","18-09-2020 12:00","34.9","32"
"מרום גולן פיכמן 01/1998-07/2025","18-09-2020 12:00","30.7","30"
"כפר בלום 07/2005-07/2025","18-09-2020 12:00","36.2","29"
"כפר גלעדי 10/2007-07/2025","18-09-2020 15:00","34.1","39"
"מרום גולן פיכמן 01/1998-07/2025","18-09-2020 15:00","30.8","33"
"כפר בלום 07/2005-07/2025","18-09-2020 15:00","38.2","25"
"כפר גלעדי 10/2007-07/2025","18-09-2020 18:00","28.6","65"
"מרום גולן פיכמן 01/1998-07/2025","18-09-2020 18:00","25.9","58"
"כפר בלום 07/2005-07/2025","18-09-2020 18:00","33.7","48"
"כפר גלעדי 10/2007-07/2025","18-09-2020 21:00","29","34"
"מרום גולן פיכמן 01/1998-07/2025","18-09-2020 21:00","24.2","37"
"כפר בלום 07/2005-07/2025","18-09-2020 21:00","28.1","68"
"כפר גלעדי 10/2007-07/2025","19-09-2020 00:00","30.5","25"
"מרום גולן פיכמן 01/1998-07/2025","19-09-2020 00:00","24.1","31"
"כפר בלום 07/2005-07/2025","19-09-2020 00:00","25","76"
"כפר גלעדי 10/2007-07/2025","19-09-2020 03:00","29.7","23"
"מרום גולן פיכמן 01/1998-07/2025","19-09-2020 03:00","24.7","26"
"כפר בלום 07/2005-07/2025","19-09-2020 03:00","22.2","83"
"כפר גלעדי 10/2007-07/2025","19-09-2020 06:00","25.7","58"
"מרום גולן פיכמן 01/1998-07/2025","19-09-2020 06:00","24.1","28"
"כפר בלום 07/2005-07/2025","19-09-2020 06:00","20.2","85"
"כפר גלעדי 10/2007-07/2025","19-09-2020 09:00","32.6","23"
"מרום גולן פיכמן 01/1998-07/2025","19-09-2020 09:00","28","24"
"כפר בלום 07/2005-07/2025","19-09-2020 09:00","25.9","74"
"כפר גלעדי 10/2007-07/2025","19-09-2020 12:00","35.7","22"
"מרום גולן פיכמן 01/1998-07/2025","19-09-2020 12:00","30.7","29"
"כפר בלום 07/2005-07/2025","19-09-2020 12:00","34.7","38"
"כפר גלעדי 10/2007-07/2025","19-09-2020 15:00","34.5","27"
"מרום גולן פיכמן 01/1998-07/2025","19-09-2020 15:00","30.8","28"
"כפר בלום 07/2005-07/2025","19-09-2020 15:00","37.9","23"
"כפר גלעדי 10/2007-07/2025","19-09-2020 18:00","30","50"
"מרום גולן פיכמן 01/1998-07/2025","19-09-2020 18:00","26.3","42"
"כפר בלום 07/2005-07/2025","19-09-2020 18:00","33.8","36"
"כפר גלעדי 10/2007-07/2025","19-09-2020 21:00","29.2","42"
"מרום גולן פיכמן 01/1998-07/2025","19-09-2020 21:00","21.9","64"
"כפר בלום 07/2005-07/2025","19-09-2020 21:00","29.7","49"
"כפר גלעדי 10/2007-07/2025","20-09-2020 00:00","30","26"
"מרום גולן פיכמן 01/1998-07/2025","20-09-2020 00:00","19.6","50"
"כפר בלום 07/2005-07/2025","20-09-2020 00:00","27.2","40"
"כפר גלעדי 10/2007-07/2025","20-09-2020 03:00","26.6","59"
"מרום גולן פיכמן 01/1998-07/2025","20-09-2020 03:00","14.2","71"
"כפר בלום 07/2005-07/2025","20-09-2020 03:00","26.3","66"
"כפר גלעדי 10/2007-07/2025","20-09-2020 06:00","23.4","79"
"מרום גולן פיכמן 01/1998-07/2025","20-09-2020 06:00","12.3","80"
"כפר בלום 07/2005-07/2025","20-09-2020 06:00","23.4","71"
"כפר גלעדי 10/2007-07/2025","20-09-2020 09:00","29.6","54"
"מרום גולן פיכמן 01/1998-07/2025","20-09-2020 09:00","28.2","28"
"כפר בלום 07/2005-07/2025","20-09-2020 09:00","27.8","55"
"כפר גלעדי 10/2007-07/2025","20-09-2020 12:00","34.1","33"
"מרום גולן פיכמן 01/1998-07/2025","20-09-2020 12:00","32.2","25"
"כפר בלום 07/2005-07/2025","20-09-2020 12:00","37.1","28"
"כפר גלעדי 10/2007-07/2025","20-09-2020 15:00","33","35"
"מרום גולן פיכמן 01/1998-07/2025","20-09-2020 15:00","31.7","30"
"כפר בלום 07/2005-07/2025","20-09-2020 15:00","37.9","25"
"כפר גלעדי 10/2007-07/2025","20-09-2020 18:00","28.8","50"
"מרום גולן פיכמן 01/1998-07/2025","20-09-2020 18:00","25.8","51"
"כפר בלום 07/2005-07/2025","20-09-2020 18:00","33.3","35"
"כפר גלעדי 10/2007-07/2025","20-09-2020 21:00","27.8","53"
"מרום גולן פיכמן 01/1998-07/2025","20-09-2020 21:00","24.8","48"
"כפר בלום 07/2005-07/2025","20-09-2020 21:00","28.6","58"
"כפר גלעדי 10/2007-07/2025","21-09-2020 00:00","25.8","65"
"מרום גולן פיכמן 01/1998-07/2025","21-09-2020 00:00","19.5","77"
"כפר בלום 07/2005-07/2025","21-09-2020 00:00","26.2","65"
"כפר גלעדי 10/2007-07/2025","21-09-2020 03:00","24.3","80"
"מרום גולן פיכמן 01/1998-07/2025","21-09-2020 03:00","19.1","94"
"כפר בלום 07/2005-07/2025","21-09-2020 03:00","26","70"
"כפר גלעדי 10/2007-07/2025","21-09-2020 06:00","22.7","86"
"מרום גולן פיכמן 01/1998-07/2025","21-09-2020 06:00","16.1","74"
"כפר בלום 07/2005-07/2025","21-09-2020 06:00","23.6","81"
"כפר גלעדי 10/2007-07/2025","21-09-2020 09:00","27.4","66"
"מרום גולן פיכמן 01/1998-07/2025","21-09-2020 09:00","24.4","45"
"כפר בלום 07/2005-07/2025","21-09-2020 09:00","27.9","66"
"כפר גלעדי 10/2007-07/2025","21-09-2020 12:00","32.7","36"
"מרום גולן פיכמן 01/1998-07/2025","21-09-2020 12:00","28.8","33"
"כפר בלום 07/2005-07/2025","21-09-2020 12:00","34.1","43"
"כפר גלעדי 10/2007-07/2025","21-09-2020 15:00","30.3","51"
"מרום גולן פיכמן 01/1998-07/2025","21-09-2020 15:00","28.3","44"
"כפר בלום 07/2005-07/2025","21-09-2020 15:00","35.4","35"
"כפר גלעדי 10/2007-07/2025","21-09-2020 18:00","26.4","63"
"מרום גולן פיכמן 01/1998-07/2025","21-09-2020 18:00","23.2","70"
"כפר בלום 07/2005-07/2025","21-09-2020 18:00","31.1","48"
"כפר גלעדי 10/2007-07/2025","21-09-2020 21:00","24.5","68"
"מרום גולן פיכמן 01/1998-07/2025","21-09-2020 21:00","21.3","53"
"כפר בלום 07/2005-07/2025","21-09-2020 21:00","26.3","66"
"כפר גלעדי 10/2007-07/2025","22-09-2020 00:00","23.7","78"
"מרום גולן פיכמן 01/1998-07/2025","22-09-2020 00:00","19.5","72"
"כפר בלום 07/2005-07/2025","22-09-2020 00:00","24.2","75"
"כפר גלעדי 10/2007-07/2025","22-09-2020 03:00","23","83"
"מרום גולן פיכמן 01/1998-07/2025","22-09-2020 03:00","17.6","95"
"כפר בלום 07/2005-07/2025","22-09-2020 03:00","22.9","81"
"כפר גלעדי 10/2007-07/2025","22-09-2020 06:00","22.7","83"
"מרום גולן פיכמן 01/1998-07/2025","22-09-2020 06:00","17.6","96"
"כפר בלום 07/2005-07/2025","22-09-2020 06:00","21","84"
"כפר גלעדי 10/2007-07/2025","22-09-2020 09:00","26.4","66"
"מרום גולן פיכמן 01/1998-07/2025","22-09-2020 09:00","20.9","74"
"כפר בלום 07/2005-07/2025","22-09-2020 09:00","26","59"
"כפר גלעדי 10/2007-07/2025","22-09-2020 12:00","30.4","47"
"מרום גולן פיכמן 01/1998-07/2025","22-09-2020 12:00","25.7","55"
"כפר בלום 07/2005-07/2025","22-09-2020 12:00","32.5","44"
"כפר גלעדי 10/2007-07/2025","22-09-2020 15:00","29.8","52"
"מרום גולן פיכמן 01/1998-07/2025","22-09-2020 15:00","26.8","53"
"כפר בלום 07/2005-07/2025","22-09-2020 15:00","34.3","41"
"כפר גלעדי 10/2007-07/2025","22-09-2020 18:00","25.7","72"
"מרום גולן פיכמן 01/1998-07/2025","22-09-2020 18:00","22.2","74"
"כפר בלום 07/2005-07/2025","22-09-2020 18:00","30.5","52"
"כפר גלעדי 10/2007-07/2025","22-09-2020 21:00","24.1","82"
"מרום גולן פיכמן 01/1998-07/2025","22-09-2020 21:00","19.4","93"
"כפר בלום 07/2005-07/2025","22-09-2020 21:00","26.4","69"
"כפר גלעדי 10/2007-07/2025","23-09-2020 00:00","23.6","83"
"מרום גולן פיכמן 01/1998-07/2025","23-09-2020 00:00","18.8","95"
"כפר בלום 07/2005-07/2025","23-09-2020 00:00","24.6","78"
"כפר גלעדי 10/2007-07/2025","23-09-2020 03:00","21.9","90"
"מרום גולן פיכמן 01/1998-07/2025","23-09-2020 03:00","18.7","92"
"כפר בלום 07/2005-07/2025","23-09-2020 03:00","23.3","82"
"כפר גלעדי 10/2007-07/2025","23-09-2020 06:00","21.7","91"
"מרום גולן פיכמן 01/1998-07/2025","23-09-2020 06:00","18.7","93"
"כפר בלום 07/2005-07/2025","23-09-2020 06:00","22.3","82"
"כפר גלעדי 10/2007-07/2025","23-09-2020 09:00","24","80"
"מרום גולן פיכמן 01/1998-07/2025","23-09-2020 09:00","21.1","80"
"כפר בלום 07/2005-07/2025","23-09-2020 09:00","25.2","71"
"כפר גלעדי 10/2007-07/2025","23-09-2020 12:00","29.9","50"
"מרום גולן פיכמן 01/1998-07/2025","23-09-2020 12:00","24.9","61"
"כפר בלום 07/2005-07/2025","23-09-2020 12:00","32.5","46"
"כפר גלעדי 10/2007-07/2025","23-09-2020 15:00","29.9","52"
"מרום גולן פיכמן 01/1998-07/2025","23-09-2020 15:00","26.7","55"
"כפר בלום 07/2005-07/2025","23-09-2020 15:00","34.6","41"
"כפר גלעדי 10/2007-07/2025","23-09-2020 18:00","25.5","71"
"מרום גולן פיכמן 01/1998-07/2025","23-09-2020 18:00","21.5","79"
"כפר בלום 07/2005-07/2025","23-09-2020 18:00","29.8","54"
"כפר גלעדי 10/2007-07/2025","23-09-2020 21:00","23.8","81"
"מרום גולן פיכמן 01/1998-07/2025","23-09-2020 21:00","19.1","93"
"כפר בלום 07/2005-07/2025","23-09-2020 21:00","26.6","67"
"כפר גלעדי 10/2007-07/2025","24-09-2020 00:00","23.2","82"
"מרום גולן פיכמן 01/1998-07/2025","24-09-2020 00:00","18.4","93"
"כפר בלום 07/2005-07/2025","24-09-2020 00:00","24.1","78"
"כפר גלעדי 10/2007-07/2025","24-09-2020 03:00","23.1","83"
"מרום גולן פיכמן 01/1998-07/2025","24-09-2020 03:00","18.2","95"
"כפר בלום 07/2005-07/2025","24-09-2020 03:00","23.1","80"
"כפר גלעדי 10/2007-07/2025","24-09-2020 06:00","22.6","85"
"מרום גולן פיכמן 01/1998-07/2025","24-09-2020 06:00","18","95"
"כפר בלום 07/2005-07/2025","24-09-2020 06:00","21.5","84"
"כפר גלעדי 10/2007-07/2025","24-09-2020 09:00","24.5","75"
"מרום גולן פיכמן 01/1998-07/2025","24-09-2020 09:00","20.6","81"
"כפר בלום 07/2005-07/2025","24-09-2020 09:00","25.1","74"
"כפר גלעדי 10/2007-07/2025","24-09-2020 12:00","29.6","50"
"מרום גולן פיכמן 01/1998-07/2025","24-09-2020 12:00","24.8","62"
"כפר בלום 07/2005-07/2025","24-09-2020 12:00","32.1","46"
"כפר גלעדי 10/2007-07/2025","24-09-2020 15:00","29.4","51"
"מרום גולן פיכמן 01/1998-07/2025","24-09-2020 15:00","25.8","56"
"כפר בלום 07/2005-07/2025","24-09-2020 15:00","33.4","41"
"כפר גלעדי 10/2007-07/2025","24-09-2020 18:00","25","71"
"מרום גולן פיכמן 01/1998-07/2025","24-09-2020 18:00","21.7","74"
"כפר בלום 07/2005-07/2025","24-09-2020 18:00","29.6","53"
"כפר גלעדי 10/2007-07/2025","24-09-2020 21:00","23.4","80"
"מרום גולן פיכמן 01/1998-07/2025","24-09-2020 21:00","18.9","92"
"כפר בלום 07/2005-07/2025","24-09-2020 21:00","25.8","69"
"כפר גלעדי 10/2007-07/2025","25-09-2020 00:00","22.8","80"
"מרום גולן פיכמן 01/1998-07/2025","25-09-2020 00:00","17.8","94"
"כפר בלום 07/2005-07/2025","25-09-2020 00:00","23.1","78"
"כפר גלעדי 10/2007-07/2025","25-09-2020 03:00","21.8","85"
"מרום גולן פיכמן 01/1998-07/2025","25-09-2020 03:00","18.1","96"
"כפר בלום 07/2005-07/2025","25-09-2020 03:00","22.3","81"
"כפר גלעדי 10/2007-07/2025","25-09-2020 06:00","20.7","88"
"מרום גולן פיכמן 01/1998-07/2025","25-09-2020 06:00","17.5","95"
"כפר בלום 07/2005-07/2025","25-09-2020 06:00","21.1","83"
"כפר גלעדי 10/2007-07/2025","25-09-2020 09:00","22.8","81"
"מרום גולן פיכמן 01/1998-07/2025","25-09-2020 09:00","20.3","82"
"כפר בלום 07/2005-07/2025","25-09-2020 09:00","24.4","77"
"כפר גלעדי 10/2007-07/2025","25-09-2020 12:00","28.6","53"
"מרום גולן פיכמן 01/1998-07/2025","25-09-2020 12:00","23.9","66"
"כפר בלום 07/2005-07/2025","25-09-2020 12:00","31.3","51"
"כפר גלעדי 10/2007-07/2025","25-09-2020 15:00","27.7","60"
"מרום גולן פיכמן 01/1998-07/2025","25-09-2020 15:00","24.3","65"
"כפר בלום 07/2005-07/2025","25-09-2020 15:00","33.2","43"
"כפר גלעדי 10/2007-07/2025","25-09-2020 18:00","25.2","68"
"מרום גולן פיכמן 01/1998-07/2025","25-09-2020 18:00","20.7","79"
"כפר בלום 07/2005-07/2025","25-09-2020 18:00","29.3","54"
"כפר גלעדי 10/2007-07/2025","25-09-2020 21:00","23.2","80"
"מרום גולן פיכמן 01/1998-07/2025","25-09-2020 21:00","18.5","94"
"כפר בלום 07/2005-07/2025","25-09-2020 21:00","25.2","70"
"כפר גלעדי 10/2007-07/2025","26-09-2020 00:00","22.5","86"
"מרום גולן פיכמן 01/1998-07/2025","26-09-2020 00:00","18.1","95"
"כפר בלום 07/2005-07/2025","26-09-2020 00:00","23.8","78"
"כפר גלעדי 10/2007-07/2025","26-09-2020 03:00","22.3","88"
"מרום גולן פיכמן 01/1998-07/2025","26-09-2020 03:00","18.1","96"
"כפר בלום 07/2005-07/2025","26-09-2020 03:00","21.3","82"
"כפר גלעדי 10/2007-07/2025","26-09-2020 06:00","20.8","91"
"מרום גולן פיכמן 01/1998-07/2025","26-09-2020 06:00","18","96"
"כפר בלום 07/2005-07/2025","26-09-2020 06:00","21.2","86"
"כפר גלעדי 10/2007-07/2025","26-09-2020 09:00","24.7","72"
"מרום גולן פיכמן 01/1998-07/2025","26-09-2020 09:00","20.1","84"
"כפר בלום 07/2005-07/2025","26-09-2020 09:00","26.5","66"
"כפר גלעדי 10/2007-07/2025","26-09-2020 12:00","29.2","47"
"מרום גולן פיכמן 01/1998-07/2025","26-09-2020 12:00","24.6","57"
"כפר בלום 07/2005-07/2025","26-09-2020 12:00","31.5","41"
"כפר גלעדי 10/2007-07/2025","26-09-2020 15:00","29.1","50"
"מרום גולן פיכמן 01/1998-07/2025","26-09-2020 15:00","25.3","53"
"כפר בלום 07/2005-07/2025","26-09-2020 15:00","33.3","36"
"כפר גלעדי 10/2007-07/2025","26-09-2020 18:00","25.3","65"
"מרום גולן פיכמן 01/1998-07/2025","26-09-2020 18:00","21.3","72"
"כפר בלום 07/2005-07/2025","26-09-2020 18:00","29.6","50"
"כפר גלעדי 10/2007-07/2025","26-09-2020 21:00","23.6","75"
"מרום גולן פיכמן 01/1998-07/2025","26-09-2020 21:00","18.3","92"
"כפר בלום 07/2005-07/2025","26-09-2020 21:00","26.1","63"
"כפר גלעדי 10/2007-07/2025","27-09-2020 00:00","23.3","80"
"מרום גולן פיכמן 01/1998-07/2025","27-09-2020 00:00","17.3","95"
"כפר בלום 07/2005-07/2025","27-09-2020 00:00","24.4","74"
"כפר גלעדי 10/2007-07/2025","27-09-2020 03:00","22","83"
"מרום גולן פיכמן 01/1998-07/2025","27-09-2020 03:00","13.9","94"
"כפר בלום 07/2005-07/2025","27-09-2020 03:00","22.1","77"
"כפר גלעדי 10/2007-07/2025","27-09-2020 06:00","21.2","85"
"מרום גולן פיכמן 01/1998-07/2025","27-09-2020 06:00","11","95"
"כפר בלום 07/2005-07/2025","27-09-2020 06:00","20.4","83"
"כפר גלעדי 10/2007-07/2025","27-09-2020 09:00","25.3","67"
"מרום גולן פיכמן 01/1998-07/2025","27-09-2020 09:00","24.7","52"
"כפר בלום 07/2005-07/2025","27-09-2020 09:00","25.7","61"
"כפר גלעדי 10/2007-07/2025","27-09-2020 12:00","32.7","40"
"מרום גולן פיכמן 01/1998-07/2025","27-09-2020 12:00","29.8","36"
"כפר בלום 07/2005-07/2025","27-09-2020 12:00","33","38"
"כפר גלעדי 10/2007-07/2025","27-09-2020 15:00","32.2","41"
"מרום גולן פיכמן 01/1998-07/2025","27-09-2020 15:00","30.2","35"
"כפר בלום 07/2005-07/2025","27-09-2020 15:00","36.5","32"
"כפר גלעדי 10/2007-07/2025","27-09-2020 18:00","27.2","65"
