"תחנה","תאריך ושעה (שעון קיץ)","טמפרטורה (C°)","לחות יחסית (%)"
"עבדת 10/2008-07/2025","25-09-2020 12:00","26.1","55"
"שדה בוקר 01/2004-07/2025","25-09-2020 15:00","29.1","46"
"עבדת 10/2008-07/2025","25-09-2020 15:00","28.5","47"
"שדה בוקר 01/2004-07/2025","25-09-2020 18:00","26.5","53"
"עבדת 10/2008-07/2025","25-09-2020 18:00","25.9","57"
"שדה בוקר 01/2004-07/2025","25-09-2020 21:00","23.1","78"
"עבדת 10/2008-07/2025","25-09-2020 21:00","22.4","80"
"שדה בוקר 01/2004-07/2025","26-09-2020 00:00","21.6","84"
"עבדת 10/2008-07/2025","26-09-2020 00:00","20.3","89"
"שדה בוקר 01/2004-07/2025","26-09-2020 03:00","20.6","90"
"עבדת 10/2008-07/2025","26-09-2020 03:00","19.7","93"
"שדה בוקר 01/2004-07/2025","26-09-2020 06:00","19.8","89"
"עבדת 10/2008-07/2025","26-09-2020 06:00","19.2","97"
"שדה בוקר 01/2004-07/2025","26-09-2020 09:00","23.4","78"
"עבדת 10/2008-07/2025","26-09-2020 09:00","22.4","80"
"שדה בוקר 01/2004-07/2025","26-09-2020 12:00","27.3","47"
"עבדת 10/2008-07/2025","26-09-2020 12:00","26.5","53"
"שדה בוקר 01/2004-07/2025","26-09-2020 15:00","30.1","34"
"עבדת 10/2008-07/2025","26-09-2020 15:00","29","36"
"שדה בוקר 01/2004-07/2025","26-09-2020 18:00","26.8","56"
"עבדת 10/2008-07/2025","26-09-2020 18:00","26.3","58"
"שדה בוקר 01/2004-07/2025","26-09-2020 21:00","23.4","72"
"עבדת 10/2008-07/2025","26-09-2020 21:00","22.6","74"
"שדה בוקר 01/2004-07/2025","27-09-2020 00:00","20.5","82"
"עבדת 10/2008-07/2025","27-09-2020 00:00","19.9","87"
"שדה בוקר 01/2004-07/2025","27-09-2020 03:00","16.8","88"
"עבדת 10/2008-07/2025","27-09-2020 03:00","18","92"
"שדה בוקר 01/2004-07/2025","27-09-2020 06:00","14.4","90"
"עבדת 10/2008-07/2025","27-09-2020 06:00","16","96"
"שדה בוקר 01/2004-07/2025","27-09-2020 09:00","22.6","62"
"עבדת 10/2008-07/2025","27-09-2020 09:00","21.9","71"
"שדה בוקר 01/2004-07/2025","27-09-2020 12:00","29.4","29"
"עבדת 10/2008-07/2025","27-09-2020 12:00","28.6","27"
"שדה בוקר 01/2004-07/2025","27-09-2020 15:00","33.4","17"
"עבדת 10/2008-07/2025","27-09-2020 15:00","32.4","16"
"שדה בוקר 01/2004-07/2025","27-09-2020 18:00","30","55"
"עבדת 10/2008-07/2025","27-09-2020 18:00","29.2","56"
"שדה בוקר 01/2004-07/2025","27-09-2020 21:00","25.4","71"
"עבדת 10/2008-07/2025","27-09-2020 21:00","24.3","75"
"שדה בוקר 01/2004-07/2025","28-09-2020 00:00","22","80"
"עבדת 10/2008-07/2025","28-09-2020 00:00","21.8","81"
"שדה בוקר 01/2004-07/2025","28-09-2020 03:00","19.5","83"
"עבדת 10/2008-07/2025","28-09-2020 03:00","20.9","75"
"שדה בוקר 01/2004-07/2025","28-09-2020 06:00","18.6","75"
"עבדת 10/2008-07/2025","28-09-2020 06:00","20.5","68"
"שדה בוקר 01/2004-07/2025","28-09-2020 09:00","27","48"
"עבדת 10/2008-07/2025","28-09-2020 09:00","28.7","40"
"שדה בוקר 01/2004-07/2025","28-09-2020 12:00","34.3","28"
"עבדת 10/2008-07/2025","28-09-2020 12:00","33.6","29"
"שדה בוקר 01/2004-07/2025","28-09-2020 15:00","35.8","26"
"עבדת 10/2008-07/2025","28-09-2020 15:00","35.1","24"
"שדה בוקר 01/2004-07/2025","28-09-2020 18:00","31.1","44"
"עבדת 10/2008-07/2025","28-09-2020 18:00","30.7","38"
"שדה בוקר 01/2004-07/2025","28-09-2020 21:00","25.6","66"
"עבדת 10/2008-07/2025","28-09-2020 21:00","25.7","54"
"שדה בוקר 01/2004-07/2025","29-09-2020 00:00","22.1","86"
"עבדת 10/2008-07/2025","29-09-2020 00:00","22.4","67"
"שדה בוקר 01/2004-07/2025","29-09-2020 03:00","22.3","90"
"עבדת 10/2008-07/2025","29-09-2020 03:00","19.5","81"
"שדה בוקר 01/2004-07/2025","29-09-2020 06:00","21.7","91"
"עבדת 10/2008-07/2025","29-09-2020 06:00","19.4","95"
"שדה בוקר 01/2004-07/2025","29-09-2020 09:00","24","81"
"עבדת 10/2008-07/2025","29-09-2020 09:00","21.6","89"
"שדה בוקר 01/2004-07/2025","29-09-2020 12:00","30","47"
"עבדת 10/2008-07/2025","29-09-2020 12:00","29.2","49"
"שדה בוקר 01/2004-07/2025","29-09-2020 15:00","34.3","31"
"עבדת 10/2008-07/2025","29-09-2020 15:00","33.4","33"
"שדה בוקר 01/2004-07/2025","29-09-2020 18:00","30.4","59"
"עבדת 10/2008-07/2025","29-09-2020 18:00","30.2","56"
"שדה בוקר 01/2004-07/2025","29-09-2020 21:00","25.5","80"
"עבדת 10/2008-07/2025","29-09-2020 21:00","24.7","83"
"שדה בוקר 01/2004-07/2025","30-09-2020 00:00","23.4","92"
"עבדת 10/2008-07/2025","30-09-2020 00:00","22.2","87"
"שדה בוקר 01/2004-07/2025","30-09-2020 03:00","22.6","90"
"עבדת 10/2008-07/2025","30-09-2020 03:00","20.8","96"
"שדה בוקר 01/2004-07/2025","30-09-2020 06:00","20","94"
"עבדת 10/2008-07/2025","30-09-2020 06:00","19.5","82"
"שדה בוקר 01/2004-07/2025","30-09-2020 09:00","24.7","64"
"עבדת 10/2008-07/2025","30-09-2020 09:00","25.6","47"
"שדה בוקר 01/2004-07/2025","30-09-2020 12:00","30.9","39"
"עבדת 10/2008-07/2025","30-09-2020 12:00","31.6","34"
"שדה בוקר 01/2004-07/2025","30-09-2020 15:00","33.7","30"
"עבדת 10/2008-07/2025","30-09-2020 15:00","33.4","27"
"שדה בוקר 01/2004-07/2025","30-09-2020 18:00","30.6","48"
"עבדת 10/2008-07/2025","30-09-2020 18:00","30.6","43"
"שדה בוקר 01/2004-07/2025","30-09-2020 21:00","25","85"
"עבדת 10/2008-07/2025","30-09-2020 21:00","24.6","82"
"שדה בוקר 01/2004-07/2025","01-10-2020 00:00","23.3","88"
"עבדת 10/2008-07/2025","01-10-2020 00:00","22","92"
"שדה בוקר 01/2004-07/2025","01-10-2020 03:00","21.4","89"
"עבדת 10/2008-07/2025","01-10-2020 03:00","20.4","95"
"שדה בוקר 01/2004-07/2025","01-10-2020 06:00","19.1","94"
"עבדת 10/2008-07/2025","01-10-2020 06:00","18.9","82"
"שדה בוקר 01/2004-07/2025","01-10-2020 09:00","23.5","79"
"עבדת 10/2008-07/2025","01-10-2020 09:00","23.3","77"
"שדה בוקר 01/2004-07/2025","01-10-2020 12:00","29.3","47"
"עבדת 10/2008-07/2025","01-10-2020 12:00","29.3","41"
"שדה בוקר 01/2004-07/2025","01-10-2020 15:00","31.6","41"
"עבדת 10/2008-07/2025","01-10-2020 15:00","31.3","39"
"שדה בוקר 01/2004-07/2025","01-10-2020 18:00","28","58"
"עבדת 10/2008-07/2025","01-10-2020 18:00","27.6","59"
"שדה בוקר 01/2004-07/2025","01-10-2020 21:00","23.6","78"
"עבדת 10/2008-07/2025","01-10-2020 21:00","23","80"
"שדה בוקר 01/2004-07/2025","02-10-2020 00:00","21.7","87"
"עבדת 10/2008-07/2025","02-10-2020 00:00","20.7","89"
"שדה בוקר 01/2004-07/2025","02-10-2020 03:00","20.3","90"
"עבדת 10/2008-07/2025","02-10-2020 03:00","19.8","89"
"שדה בוקר 01/2004-07/2025","02-10-2020 06:00","17.7","92"
"עבדת 10/2008-07/2025","02-10-2020 06:00","18.2","89"
"שדה בוקר 01/2004-07/2025","02-10-2020 09:00","22.5","73"
"עבדת 10/2008-07/2025","02-10-2020 09:00","21.9","76"
"שדה בוקר 01/2004-07/2025","02-10-2020 12:00","27","50"
"עבדת 10/2008-07/2025","02-10-2020 12:00","26.3","52"
"שדה בוקר 01/2004-07/2025","02-10-2020 15:00","29.6","36"
"עבדת 10/2008-07/2025","02-10-2020 15:00","29.3","39"
"שדה בוקר 01/2004-07/2025","02-10-2020 18:00","27.8","47"
"עבדת 10/2008-07/2025","02-10-2020 18:00","27","49"
"שדה בוקר 01/2004-07/2025","02-10-2020 21:00","23.3","67"
"עבדת 10/2008-07/2025","02-10-2020 21:00","22.4","69"
"שדה בוקר 01/2004-07/2025","03-10-2020 00:00","21","76"
"עבדת 10/2008-07/2025","03-10-2020 00:00","20.1","77"
"שדה בוקר 01/2004-07/2025","03-10-2020 03:00","19.8","79"
"עבדת 10/2008-07/2025","03-10-2020 03:00","18.5","83"
"שדה בוקר 01/2004-07/2025","03-10-2020 06:00","17.7","86"
"עבדת 10/2008-07/2025","03-10-2020 06:00","17.5","89"
"שדה בוקר 01/2004-07/2025","03-10-2020 09:00","22.3","67"
"עבדת 10/2008-07/2025","03-10-2020 09:00","21.3","72"
"שדה בוקר 01/2004-07/2025","03-10-2020 12:00","25.8","53"
"עבדת 10/2008-07/2025","03-10-2020 12:00","25.3","54"
"שדה בוקר 01/2004-07/2025","03-10-2020 15:00","28.2","42"
"עבדת 10/2008-07/2025","03-10-2020 15:00","27.4","43"
"שדה בוקר 01/2004-07/2025","03-10-2020 18:00","24.8","57"
"עבדת 10/2008-07/2025","03-10-2020 18:00","24.3","56"
"שדה בוקר 01/2004-07/2025","03-10-2020 21:00","21.2","72"
"עבדת 10/2008-07/2025","03-10-2020 21:00","20.4","75"
"שדה בוקר 01/2004-07/2025","04-10-2020 00:00","19.8","76"
"עבדת 10/2008-07/2025","04-10-2020 00:00","18.8","81"
"שדה בוקר 01/2004-07/2025","04-10-2020 03:00","16","84"
"עבדת 10/2008-07/2025","04-10-2020 03:00","18","83"
"שדה בוקר 01/2004-07/2025","04-10-2020 06:00","14.8","86"
"עבדת 10/2008-07/2025","04-10-2020 06:00","16.4","87"
"שדה בוקר 01/2004-07/2025","04-10-2020 09:00","21.9","70"
"עבדת 10/2008-07/2025","04-10-2020 09:00","20.9","75"
"שדה בוקר 01/2004-07/2025","04-10-2020 12:00","24.9","51"
"עבדת 10/2008-07/2025","04-10-2020 12:00","24.2","53"
"שדה בוקר 01/2004-07/2025","04-10-2020 15:00","27.5","40"
"עבדת 10/2008-07/2025","04-10-2020 15:00","27","41"
"שדה בוקר 01/2004-07/2025","04-10-2020 18:00","25.2","51"
"עבדת 10/2008-07/2025","04-10-2020 18:00","24.1","53"
"שדה בוקר 01/2004-07/2025","04-10-2020 21:00","21.8","74"
"עבדת 10/2008-07/2025","04-10-2020 21:00","21","78"
"שדה בוקר 01/2004-07/2025","05-10-2020 00:00","19.4","80"
"עבדת 10/2008-07/2025","05-10-2020 00:00","19.3","84"
"שדה בוקר 01/2004-07/2025","05-10-2020 03:00","16","87"
"עבדת 10/2008-07/2025","05-10-2020 03:00","16.8","90"
"שדה בוקר 01/2004-07/2025","05-10-2020 06:00","14.4","90"
"עבדת 10/2008-07/2025","05-10-2020 06:00","15.5","94"
"שדה בוקר 01/2004-07/2025","05-10-2020 09:00","21.3","75"
"עבדת 10/2008-07/2025","05-10-2020 09:00","20.4","78"
"שדה בוקר 01/2004-07/2025","05-10-2020 12:00","26.2","48"
"עבדת 10/2008-07/2025","05-10-2020 12:00","25.5","51"
"שדה בוקר 01/2004-07/2025","05-10-2020 15:00","29.6","36"
"עבדת 10/2008-07/2025","05-10-2020 15:00","29.2","37"
"שדה בוקר 01/2004-07/2025","05-10-2020 18:00","26.1","64"
"עבדת 10/2008-07/2025","05-10-2020 18:00","25.5","64"
"שדה בוקר 01/2004-07/2025","05-10-2020 21:00","22.7","77"
"עבדת 10/2008-07/2025","05-10-2020 21:00","21.9","80"
"שדה בוקר 01/2004-07/2025","06-10-2020 00:00","20.9","87"
"עבדת 10/2008-07/2025","06-10-2020 00:00","20","90"
"שדה בוקר 01/2004-07/2025","06-10-2020 03:00","18","92"
"עבדת 10/2008-07/2025","06-10-2020 03:00","18.3","95"
"שדה בוקר 01/2004-07/2025","06-10-2020 06:00","15.2","95"
"עבדת 10/2008-07/2025","06-10-2020 06:00","16.4","99"
"שדה בוקר 01/2004-07/2025","06-10-2020 09:00","22.3","72"
"עבדת 10/2008-07/2025","06-10-2020 09:00","21.2","82"
"שדה בוקר 01/2004-07/2025","06-10-2020 12:00","29.5","34"
"עבדת 10/2008-07/2025","06-10-2020 12:00","29.6","31"
"שדה בוקר 01/2004-07/2025","06-10-2020 15:00","33.6","16"
"עבדת 10/2008-07/2025","06-10-2020 15:00","32.4","16"
"שדה בוקר 01/2004-07/2025","06-10-2020 18:00","28.6","53"
"עבדת 10/2008-07/2025","06-10-2020 18:00","27.7","56"
"שדה בוקר 01/2004-07/2025","06-10-2020 21:00","23.7","62"
"עבדת 10/2008-07/2025","06-10-2020 21:00","23.5","63"
"שדה בוקר 01/2004-07/2025","07-10-2020 00:00","19.3","75"
"עבדת 10/2008-07/2025","07-10-2020 00:00","20.4","71"
"שדה בוקר 01/2004-07/2025","07-10-2020 03:00","16.2","67"
"עבדת 10/2008-07/2025","07-10-2020 03:00","19.4","57"
"שדה בוקר 01/2004-07/2025","07-10-2020 06:00","15.3","64"
"עבדת 10/2008-07/2025","07-10-2020 06:00","19.5","45"
"שדה בוקר 01/2004-07/2025","07-10-2020 09:00","27","29"
"עבדת 10/2008-07/2025","07-10-2020 09:00","26.1","30"
"שדה בוקר 01/2004-07/2025","07-10-2020 12:00","32.3","19"
"עבדת 10/2008-07/2025","07-10-2020 12:00","32.4","17"
"שדה בוקר 01/2004-07/2025","07-10-2020 15:00","35.5","11"
"עבדת 10/2008-07/2025","07-10-2020 15:00","33.8","11"
"שדה בוקר 01/2004-07/2025","07-10-2020 18:00","31.1","39"
"עבדת 10/2008-07/2025","07-10-2020 18:00","30.3","40"
"שדה בוקר 01/2004-07/2025","07-10-2020 21:00","25.7","58"
"עבדת 10/2008-07/2025","07-10-2020 21:00","25.3","57"
"שדה בוקר 01/2004-07/2025","08-10-2020 00:00","20.2","64"
"עבדת 10/2008-07/2025","08-10-2020 00:00","22.3","56"
"שדה בוקר 01/2004-07/2025","08-10-2020 03:00","17.3","53"
"עבדת 10/2008-07/2025","08-10-2020 03:00","21.6","45"
"שדה בוקר 01/2004-07/2025","08-10-2020 06:00","17.4","45"
"עבדת 10/2008-07/2025","08-10-2020 06:00","21.2","35"
"שדה בוקר 01/2004-07/2025","08-10-2020 09:00","27.4","25"
"עבדת 10/2008-07/2025","08-10-2020 09:00","29.1","19"
"שדה בוקר 01/2004-07/2025","08-10-2020 12:00","33.3","14"
"עבדת 10/2008-07/2025","08-10-2020 12:00","34","13"
"שדה בוקר 01/2004-07/2025","08-10-2020 15:00","36.6","12"
"עבדת 10/2008-07/2025","08-10-2020 15:00","35.4","12"
"שדה בוקר 01/2004-07/2025","08-10-2020 18:00","33.2","17"
"עבדת 10/2008-07/2025","08-10-2020 18:00","33","17"
"שדה בוקר 01/2004-07/2025","08-10-2020 21:00","25.7","25"
"עבדת 10/2008-07/2025","08-10-2020 21:00","28.4","19"
"שדה בוקר 01/2004-07/2025","09-10-2020 00:00","24.8","23"
"עבדת 10/2008-07/2025","09-10-2020 00:00","28","17"
"שדה בוקר 01/2004-07/2025","09-10-2020 03:00","24.3","23"
"עבדת 10/2008-07/2025","09-10-2020 03:00","27.8","17"
"שדה בוקר 01/2004-07/2025","09-10-2020 06:00","21.3","27"
"עבדת 10/2008-07/2025","09-10-2020 06:00","26.2","18"
"שדה בוקר 01/2004-07/2025","09-10-2020 09:00","27.1","23"
"עבדת 10/2008-07/2025","09-10-2020 09:00","30.7","15"
"שדה בוקר 01/2004-07/2025","09-10-2020 12:00","34.7","12"
"עבדת 10/2008-07/2025","09-10-2020 12:00","37","10"
"שדה בוקר 01/2004-07/2025","09-10-2020 15:00","38.1","17"
"עבדת 10/2008-07/2025","09-10-2020 15:00","36.9","22"
"שדה בוקר 01/2004-07/2025","09-10-2020 18:00","30.5","61"
"עבדת 10/2008-07/2025","09-10-2020 18:00","30.3","60"
"שדה בוקר 01/2004-07/2025","09-10-2020 21:00","24.9","78"
"עבדת 10/2008-07/2025","09-10-2020 21:00","24.7","71"
"שדה בוקר 01/2004-07/2025","10-10-2020 00:00","23.1","87"
"עבדת 10/2008-07/2025","10-10-2020 00:00","22.1","90"
"שדה בוקר 01/2004-07/2025","10-10-2020 03:00","22.9","90"
"עבדת 10/2008-07/2025","10-10-2020 03:00","21.7","92"
"שדה בוקר 01/2004-07/2025","10-10-2020 06:00","22.7","91"
"עבדת 10/2008-07/2025","10-10-2020 06:00","22","90"
"שדה בוקר 01/2004-07/2025","10-10-2020 09:00","23.4","83"
"עבדת 10/2008-07/2025","10-10-2020 09:00","23","81"
"שדה בוקר 01/2004-07/2025","10-10-2020 12:00","27.3","59"
"עבדת 10/2008-07/2025","10-10-2020 12:00","26.7","60"
"שדה בוקר 01/2004-07/2025","10-10-2020 15:00","29.6","50"
"עבדת 10/2008-07/2025","10-10-2020 15:00","29.2","51"
"שדה בוקר 01/2004-07/2025","10-10-2020 18:00","25.5","65"
"עבדת 10/2008-07/2025","10-10-2020 18:00","25.1","65"
"שדה בוקר 01/2004-07/2025","10-10-2020 21:00","22.3","81"
"עבדת 10/2008-07/2025","10-10-2020 21:00","21.6","83"
"שדה בוקר 01/2004-07/2025","11-10-2020 00:00","21.4","86"
"עבדת 10/2008-07/2025","11-10-2020 00:00","20.9","91"
"שדה בוקר 01/2004-07/2025","11-10-2020 03:00","20.6","91"
"עבדת 10/2008-07/2025","11-10-2020 03:00","19.7","94"
"שדה בוקר 01/2004-07/2025","11-10-2020 06:00","19.7","92"
"עבדת 10/2008-07/2025","11-10-2020 06:00","19.2","96"
"שדה בוקר 01/2004-07/2025","11-10-2020 09:00","22.1","77"
"עבדת 10/2008-07/2025","11-10-2020 09:00","21.3","81"
"שדה בוקר 01/2004-07/2025","11-10-2020 12:00","26.3","54"
"עבדת 10/2008-07/2025","11-10-2020 12:00","25.6","55"
"שדה בוקר 01/2004-07/2025","11-10-2020 15:00","29.2","44"
"עבדת 10/2008-07/2025","11-10-2020 15:00","28.5","45"
"שדה בוקר 01/2004-07/2025","11-10-2020 18:00","25.8","61"
"עבדת 10/2008-07/2025","11-10-2020 18:00","25.5","63"
"שדה בוקר 01/2004-07/2025","11-10-2020 21:00","22.2","79"
"עבדת 10/2008-07/2025","11-10-2020 21:00","21.5","83"
"שדה בוקר 01/2004-07/2025","12-10-2020 00:00","20.8","86"
"עבדת 10/2008-07/2025","12-10-2020 00:00","20.1","90"
"שדה בוקר 01/2004-07/2025","12-10-2020 03:00","20.4","86"
"עבדת 10/2008-07/2025","12-10-2020 03:00","19.9","89"
"שדה בוקר 01/2004-07/2025","12-10-2020 06:00","19.1","88"
"עבדת 10/2008-07/2025","12-10-2020 06:00","18.8","94"
"שדה בוקר 01/2004-07/2025","12-10-2020 09:00","21.9","75"
"עבדת 10/2008-07/2025","12-10-2020 09:00","21.1","80"
"שדה בוקר 01/2004-07/2025","12-10-2020 12:00","26","58"
"עבדת 10/2008-07/2025","12-10-2020 12:00","25.1","61"
"שדה בוקר 01/2004-07/2025","12-10-2020 15:00","28.5","49"
"עבדת 10/2008-07/2025","12-10-2020 15:00","27.7","51"
"שדה בוקר 01/2004-07/2025","12-10-2020 18:00","25","62"
"עבדת 10/2008-07/2025","12-10-2020 18:00","24.5","64"
"שדה בוקר 01/2004-07/2025","12-10-2020 21:00","21.2","73"
"עבדת 10/2008-07/2025","12-10-2020 21:00","20.5","74"
"שדה בוקר 01/2004-07/2025","13-10-2020 00:00","19.5","80"
"עבדת 10/2008-07/2025","13-10-2020 00:00","18.4","84"
"שדה בוקר 01/2004-07/2025","13-10-2020 03:00","18.3","85"
"עבדת 10/2008-07/2025","13-10-2020 03:00","17.6","87"
"שדה בוקר 01/2004-07/2025","13-10-2020 06:00","15.9","86"
"עבדת 10/2008-07/2025","13-10-2020 06:00","16.4","93"
"שדה בוקר 01/2004-07/2025","13-10-2020 09:00","21.1","73"
"עבדת 10/2008-07/2025","13-10-2020 09:00","20.4","77"
"שדה בוקר 01/2004-07/2025","13-10-2020 12:00","25.2","52"
"עבדת 10/2008-07/2025","13-10-2020 12:00","25.2","55"
"שדה בוקר 01/2004-07/2025","13-10-2020 15:00","28.6","39"
"עבדת 10/2008-07/2025","13-10-2020 15:00","27.9","41"
"שדה בוקר 01/2004-07/2025","13-10-2020 18:00","25.9","53"
"עבדת 10/2008-07/2025","13-10-2020 18:00","25.4","53"
"שדה בוקר 01/2004-07/2025","13-10-2020 21:00","21.7","69"
"עבדת 10/2008-07/2025","13-10-2020 21:00","21.1","70"
"שדה בוקר 01/2004-07/2025","14-10-2020 00:00","19.8","77"
"עבדת 10/2008-07/2025","14-10-2020 00:00","19.1","79"
"שדה בוקר 01/2004-07/2025","14-10-2020 03:00","18.8","83"
"עבדת 10/2008-07/2025","14-10-2020 03:00","18","88"
"שדה בוקר 01/2004-07/2025","14-10-2020 06:00","16.2","86"
"עבדת 10/2008-07/2025","14-10-2020 06:00","16.9","91"
"שדה בוקר 01/2004-07/2025","14-10-2020 09:00","19.3","77"
"עבדת 10/2008-07/2025","14-10-2020 09:00","20.5","70"
"שדה בוקר 01/2004-07/2025","14-10-2020 12:00","26.3","42"
"עבדת 10/2008-07/2025","14-10-2020 12:00","24.4","48"
"שדה בוקר 01/2004-07/2025","14-10-2020 15:00","28.3","43"
"עבדת 10/2008-07/2025","14-10-2020 15:00","27.7","42"
"שדה בוקר 01/2004-07/2025","14-10-2020 18:00","25.6","59"
"עבדת 10/2008-07/2025","14-10-2020 18:00","24.8","60"
"שדה בוקר 01/2004-07/2025","14-10-2020 21:00","21.4","82"
"עבדת 10/2008-07/2025","14-10-2020 21:00","20.5","87"
"שדה בוקר 01/2004-07/2025","15-10-2020 00:00","18.5","88"
"עבדת 10/2008-07/2025","15-10-2020 00:00","19","93"
"שדה בוקר 01/2004-07/2025","15-10-2020 03:00","15.7","93"
"עבדת 10/2008-07/2025","15-10-2020 03:00","16.9","98"
"שדה בוקר 01/2004-07/2025","15-10-2020 06:00","18.4","94"
"עבדת 10/2008-07/2025","15-10-2020 06:00","18.5","96"
"שדה בוקר 01/2004-07/2025","15-10-2020 09:00","21.4","81"
"עבדת 10/2008-07/2025","15-10-2020 09:00","20.5","85"
"שדה בוקר 01/2004-07/2025","15-10-2020 12:00","26.5","47"
"עבדת 10/2008-07/2025","15-10-2020 12:00","26.1","49"
"שדה בוקר 01/2004-07/2025","15-10-2020 15:00","29.4","36"
"עבדת 10/2008-07/2025","15-10-2020 15:00","29","34"
"שדה בוקר 01/2004-07/2025","15-10-2020 18:00","25.5","61"
"עבדת 10/2008-07/2025","15-10-2020 18:00","24.7","62"
"שדה בוקר 01/2004-07/2025","15-10-2020 21:00","21.8","83"
"עבדת 10/2008-07/2025","15-10-2020 21:00","20.9","88"
"שדה בוקר 01/2004-07/2025","16-10-2020 00:00","20.2","88"
"עבדת 10/2008-07/2025","16-10-2020 00:00","20.1","89"
"שדה בוקר 01/2004-07/2025","16-10-2020 03:00","17.8","90"
"עבדת 10/2008-07/2025","16-10-2020 03:00","18.2","94"
"שדה בוקר 01/2004-07/2025","16-10-2020 06:00","16.9","92"
"עבדת 10/2008-07/2025","16-10-2020 06:00","17.2","98"
"שדה בוקר 01/2004-07/2025","16-10-2020 09:00","21.6","75"
"עבדת 10/2008-07/2025","16-10-2020 09:00","20","85"
"שדה בוקר 01/2004-07/2025","16-10-2020 12:00","25.5","51"
"עבדת 10/2008-07/2025","16-10-2020 12:00","24.5","54"
"שדה בוקר 01/2004-07/2025","16-10-2020 15:00","27.7","41"
"עבדת 10/2008-07/2025","16-10-2020 15:00","27.1","43"
"שדה בוקר 01/2004-07/2025","16-10-2020 18:00","24.9","53"
